,dateorder,idbill,idproduct,qty,price
71375,2020-09-27,32206,30365,1.0,6.15
71392,2020-09-27,32391,30365,1.0,6.15
71408,2020-09-27,33882,30365,2.0,12.3
71430,2020-09-27,43417,30365,1.0,6.15
71431,2020-09-27,43419,30365,1.0,6.15
71442,2020-09-27,45357,30365,1.0,6.15
71452,2020-09-27,45647,30365,1.0,6.15
71455,2020-09-27,45673,30365,2.0,12.3
71498,2020-09-27,48134,30365,1.0,6.15
71499,2020-09-27,48161,30365,1.0,6.15
71510,2020-09-27,54127,30365,1.0,6.15
71530,2020-09-27,54870,30365,1.0,6.15
71560,2020-09-27,55244,30365,1.0,6.15
71563,2020-09-27,55262,30365,1.0,6.15
71572,2020-09-27,58465,30365,1.0,6.15
71575,2020-09-27,58528,30365,1.0,6.15
71581,2020-09-27,59254,30365,1.0,6.15
71605,2020-09-27,59381,30365,1.0,6.15
71660,2020-09-27,64145,30365,1.0,6.15
71665,2020-09-27,64376,30365,1.0,6.15
71670,2020-09-27,64391,30365,1.0,6.15
71673,2020-09-27,64407,30365,1.0,6.15
71674,2020-09-27,64420,30365,1.0,6.15
71693,2020-09-27,64470,30365,1.0,6.15
71698,2020-09-27,64497,30365,1.0,6.15
71722,2020-09-27,64591,30365,1.0,6.15
71727,2020-09-27,65039,30365,1.0,6.15
71760,2020-09-27,71408,30365,2.0,12.3
71763,2020-09-27,71432,30365,1.0,6.15
71796,2020-09-27,72511,30365,2.0,12.3
71797,2020-09-27,72512,30365,1.0,6.15
71802,2020-09-27,72536,30365,1.0,6.15
71807,2020-09-27,72927,30365,1.0,6.15
71819,2020-09-27,72975,30365,1.0,6.15
71837,2020-09-27,74999,30365,1.0,6.15
71873,2020-09-27,77751,30365,1.0,6.15
71882,2020-09-27,80307,30365,2.0,12.3
71885,2020-09-27,80312,30365,1.0,6.15
71890,2020-09-27,80337,30365,1.0,6.15
71907,2020-09-27,80417,30365,1.0,6.15
71913,2020-09-27,80440,30365,1.0,6.15
71961,2020-09-27,83665,30365,1.0,6.04
71968,2020-09-27,83722,30365,1.0,6.04
71973,2020-09-27,83759,30365,2.0,12.08
71974,2020-09-27,83768,30365,1.0,6.04
71976,2020-09-27,83786,30365,1.0,6.04
71985,2020-09-27,84118,30365,1.0,6.15
71993,2020-09-27,84146,30365,1.0,6.15
72047,2020-09-27,84349,30365,1.0,6.15
72049,2020-09-27,84357,30365,1.0,6.15
72052,2020-09-27,84370,30365,1.0,6.15
72060,2020-09-27,90658,30365,2.0,12.3
72079,2020-09-27,101922,30365,1.0,6.15
72082,2020-09-27,101930,30365,1.0,6.15
72089,2020-09-27,111564,30365,2.0,12.3
72091,2020-09-27,111665,30365,1.0,6.15
72093,2020-09-27,111686,30365,1.0,6.15
72103,2020-09-27,113568,30365,1.0,6.15
72110,2020-09-27,113619,30365,1.0,6.15
72116,2020-09-27,113703,30365,2.0,12.3
72120,2020-09-27,113750,30365,1.0,6.15
72121,2020-09-27,113761,30365,1.0,6.15
72123,2020-09-27,113842,30365,1.0,6.15
72153,2020-09-27,153516,30365,1.0,6.15
72165,2020-09-27,163063,30365,1.0,6.15
72171,2020-09-27,163100,30365,1.0,6.15
72209,2020-09-27,169347,30365,1.0,6.15
72210,2020-09-27,169351,30365,2.0,12.3
72273,2020-09-27,195454,30365,1.0,6.15
72276,2020-09-27,195463,30365,1.0,6.15
72280,2020-09-27,195487,30365,1.0,6.15
72299,2020-09-27,197145,30365,2.0,12.3
72316,2020-09-27,224874,30365,1.0,6.15
72321,2020-09-27,224938,30365,1.0,6.15
72324,2020-09-27,224966,30365,1.0,6.15
72387,2020-09-27,263205,30365,1.0,6.15
72391,2020-09-27,263241,30365,1.0,6.15
72404,2020-09-27,263287,30365,1.0,6.15
72421,2020-09-27,263468,30365,1.0,6.15
72441,2020-09-27,276252,30365,1.0,6.15
72448,2020-09-27,326488,30365,1.0,6.15
72504,2020-09-27,481183,30365,2.0,12.3
72506,2020-09-27,481257,30365,1.0,6.15
72561,2020-09-28,771,30365,1.0,6.15
72762,2020-09-28,16438,30365,1.0,6.15
72763,2020-09-28,16453,30365,1.0,6.15
72795,2020-09-28,17350,30365,1.0,6.15
72982,2020-09-28,18933,30365,1.0,6.15
73141,2020-09-28,27122,30365,1.0,6.15
73149,2020-09-28,27143,30365,1.0,6.15
73158,2020-09-28,27149,30365,1.0,6.15
73176,2020-09-28,27229,30365,2.0,12.3
73191,2020-09-28,27299,30365,1.0,6.15
73193,2020-09-28,27303,30365,1.0,6.15
73236,2020-09-28,27819,30365,2.0,12.3
73285,2020-09-28,29374,30365,1.0,6.15
73287,2020-09-28,29376,30365,2.0,12.3
73313,2020-09-28,29433,30365,1.0,6.15
73323,2020-09-28,29456,30365,1.0,6.15
73330,2020-09-28,29964,30365,1.0,6.15
73426,2020-09-28,32262,30365,1.0,6.15
73494,2020-09-28,32527,30365,1.0,6.15
73550,2020-09-28,33927,30365,1.0,6.15
73580,2020-09-28,34035,30365,1.0,6.15
73588,2020-09-28,34639,30365,1.0,6.15
73615,2020-09-28,37457,30365,1.0,6.15
73640,2020-09-28,37787,30365,1.0,6.15
73830,2020-09-28,39573,30365,2.0,12.3
73854,2020-09-28,44828,30365,1.0,6.15
73855,2020-09-28,44835,30365,1.0,6.15
73892,2020-09-28,45596,30365,1.0,6.15
73905,2020-09-28,45636,30365,1.0,6.15
73960,2020-09-28,45787,30365,1.0,6.15
73963,2020-09-28,45788,30365,1.0,6.15
73982,2020-09-28,45857,30365,2.0,12.3
73994,2020-09-28,46847,30365,1.0,6.15
74016,2020-09-28,46922,30365,1.0,6.15
74018,2020-09-28,46945,30365,1.0,6.15
74042,2020-09-28,48325,30365,1.0,6.15
74050,2020-09-28,50788,30365,1.0,6.15
74129,2020-09-28,54463,30365,1.0,6.15
74158,2020-09-28,55141,30365,1.0,6.15
74167,2020-09-28,55354,30365,1.0,6.15
74241,2020-09-28,59431,30365,1.0,6.15
74255,2020-09-28,59449,30365,1.0,6.15
74263,2020-09-28,59473,30365,1.0,6.15
74308,2020-09-28,59544,30365,1.0,6.15
74319,2020-09-28,59563,30365,2.0,11.68
74345,2020-09-28,59675,30365,3.0,18.45
74414,2020-09-28,64240,30365,1.0,6.15
74457,2020-09-28,64701,30365,1.0,6.15
74458,2020-09-28,64712,30365,1.0,6.15
74465,2020-09-28,64747,30365,2.0,12.3
74471,2020-09-28,64761,30365,1.0,6.15
74500,2020-09-28,65328,30365,2.0,12.3
74547,2020-09-28,65466,30365,1.0,6.15
74558,2020-09-28,71542,30365,1.0,6.15
74567,2020-09-28,71684,30365,1.0,6.15
74574,2020-09-28,71834,30365,1.0,6.15
74586,2020-09-28,72598,30365,1.0,6.15
74611,2020-09-28,72714,30365,1.0,6.15
74636,2020-09-28,73191,30365,1.0,6.15
74643,2020-09-28,73273,30365,1.0,6.15
74661,2020-09-28,73383,30365,1.0,6.15
74677,2020-09-28,75269,30365,2.0,12.3
74688,2020-09-28,75682,30365,1.0,6.15
74768,2020-09-28,77952,30365,1.0,6.15
74860,2020-09-28,80974,30365,1.0,6.15
74902,2020-09-28,84105,30365,1.0,6.04
74904,2020-09-28,84146,30365,1.0,6.04
74911,2020-09-28,84457,30365,1.0,6.15
74945,2020-09-28,84557,30365,1.0,6.15
75027,2020-09-28,90893,30365,1.0,6.15
75047,2020-09-28,91023,30365,1.0,6.15
75073,2020-09-28,91172,30365,1.0,6.15
75087,2020-09-28,94251,30365,1.0,6.15
75103,2020-09-28,101990,30365,1.0,6.15
75107,2020-09-28,102051,30365,1.0,6.15
75108,2020-09-28,102062,30365,1.0,6.15
75157,2020-09-28,111246,30365,2.0,12.08
75168,2020-09-28,111371,30365,1.0,6.04
75173,2020-09-28,111445,30365,1.0,6.04
75204,2020-09-28,113993,30365,1.0,6.15
75221,2020-09-28,114123,30365,1.0,6.15
75226,2020-09-28,114161,30365,1.0,6.15
75229,2020-09-28,114195,30365,1.0,6.15
75259,2020-09-28,114439,30365,1.0,6.15
75261,2020-09-28,114465,30365,1.0,6.15
75321,2020-09-28,147157,30365,1.0,6.15
75340,2020-09-28,153589,30365,1.0,6.15
75358,2020-09-28,153666,30365,1.0,6.15
75456,2020-09-28,193268,30365,1.0,6.15
75481,2020-09-28,193404,30365,2.0,12.3
75500,2020-09-28,195595,30365,1.0,6.15
75501,2020-09-28,195597,30365,1.0,6.15
75507,2020-09-28,195601,30365,1.0,6.15
75511,2020-09-28,195606,30365,1.0,6.15
75518,2020-09-28,195626,30365,1.0,6.15
75589,2020-09-28,195810,30365,1.0,6.15
75595,2020-09-28,197216,30365,1.0,6.15
75596,2020-09-28,197220,30365,1.0,6.15
75607,2020-09-28,197323,30365,2.0,12.3
75679,2020-09-28,248918,30365,1.0,6.15
75696,2020-09-28,249000,30365,1.0,6.15
75717,2020-09-28,249094,30365,1.0,6.15
75720,2020-09-28,249095,30365,2.0,12.3
75727,2020-09-28,250357,30365,1.0,6.15
75754,2020-09-28,250591,30365,2.0,12.3
75758,2020-09-28,250603,30365,1.0,6.15
75761,2020-09-28,263506,30365,5.0,30.75
75767,2020-09-28,263574,30365,1.0,6.15
75770,2020-09-28,263593,30365,1.0,6.15
75795,2020-09-28,263799,30365,1.0,6.15
75801,2020-09-28,276303,30365,1.0,6.15
75863,2020-09-28,276597,30365,1.0,6.15
75867,2020-09-28,276630,30365,1.0,6.15
75872,2020-09-28,326635,30365,1.0,6.15
75881,2020-09-28,326774,30365,1.0,6.15
75883,2020-09-28,326792,30365,1.0,6.15
75923,2020-09-28,344983,30365,1.0,6.15
75985,2020-09-28,345187,30365,1.0,6.15
75996,2020-09-28,481388,30365,1.0,6.15
75998,2020-09-28,481396,30365,2.0,12.3
76116,2020-09-29,1883,30365,1.0,6.15
76149,2020-09-29,8976,30365,1.0,6.15
76189,2020-09-29,12178,30365,1.0,6.15
76218,2020-09-29,12714,30365,1.0,6.04
76288,2020-09-29,16783,30365,1.0,6.15
76377,2020-09-29,17656,30365,1.0,6.15
76561,2020-09-29,21293,30365,1.0,6.15
76583,2020-09-29,22500,30365,1.0,6.15
76648,2020-09-29,26813,30365,1.0,6.15
76650,2020-09-29,26822,30365,2.0,12.3
76692,2020-09-29,27408,30365,1.0,6.15
76716,2020-09-29,27867,30365,1.0,6.15
76733,2020-09-29,27883,30365,2.0,12.3
76742,2020-09-29,27900,30365,1.0,6.15
76770,2020-09-29,27945,30365,1.0,6.15
76888,2020-09-29,29948,30365,1.0,6.15
77217,2020-09-29,37690,30365,1.0,6.15
77230,2020-09-29,37744,30365,1.0,6.15
77282,2020-09-29,38112,30365,2.0,12.3
77343,2020-09-29,39313,30365,1.0,6.15
77395,2020-09-29,39723,30365,1.0,6.15
77397,2020-09-29,39739,30365,1.0,6.15
77466,2020-09-29,45617,30365,1.0,6.15
77474,2020-09-29,45677,30365,1.0,6.15
77487,2020-09-29,45752,30365,1.0,6.15
77557,2020-09-29,45953,30365,2.0,12.3
77696,2020-09-29,47139,30365,4.0,24.6
77699,2020-09-29,48382,30365,1.0,6.15
77717,2020-09-29,48501,30365,1.0,6.15
77731,2020-09-29,48549,30365,1.0,6.15
77776,2020-09-29,51206,30365,1.0,6.15
77831,2020-09-29,54655,30365,1.0,6.15
77832,2020-09-29,54682,30365,1.0,6.15
77833,2020-09-29,54701,30365,3.0,18.45
77878,2020-09-29,55568,30365,2.0,12.3
77887,2020-09-29,55581,30365,2.0,12.3
77918,2020-09-29,55657,30365,1.0,6.15
77946,2020-09-29,59067,30365,1.0,6.15
77982,2020-09-29,59641,30365,1.0,6.15
77994,2020-09-29,59667,30365,1.0,6.15
78000,2020-09-29,59682,30365,1.0,6.15
78020,2020-09-29,59724,30365,1.0,6.15
78027,2020-09-29,59732,30365,1.0,6.15
78037,2020-09-29,59774,30365,1.0,6.15
78146,2020-09-29,64301,30365,1.0,6.15
78147,2020-09-29,64306,30365,1.0,6.15
78185,2020-09-29,64467,30365,1.0,6.15
78372,2020-09-29,65793,30365,1.0,6.15
78427,2020-09-29,72096,30365,1.0,6.15
78437,2020-09-29,72152,30365,1.0,6.15
78488,2020-09-29,73000,30365,1.0,6.15
78523,2020-09-29,73490,30365,1.0,6.15
78535,2020-09-29,73518,30365,3.0,18.45
78548,2020-09-29,73559,30365,2.0,12.3
78554,2020-09-29,73598,30365,1.0,6.15
78591,2020-09-29,75619,30365,1.0,6.15
78632,2020-09-29,75838,30365,1.0,6.15
78756,2020-09-29,78182,30365,1.0,6.15
78771,2020-09-29,78247,30365,1.0,6.15
78793,2020-09-29,78319,30365,1.0,6.15
78804,2020-09-29,81021,30365,2.0,12.3
78829,2020-09-29,81121,30365,1.0,6.15
78845,2020-09-29,81236,30365,1.0,6.15
78852,2020-09-29,81264,30365,1.0,6.15
78853,2020-09-29,81265,30365,1.0,6.15
78865,2020-09-29,81352,30365,2.0,12.3
78872,2020-09-29,81395,30365,1.0,6.15
78890,2020-09-29,84232,30365,1.0,6.04
78908,2020-09-29,84323,30365,1.0,6.04
78913,2020-09-29,84347,30365,1.0,6.04
78920,2020-09-29,84374,30365,1.0,6.04
78922,2020-09-29,84377,30365,1.0,6.04
78925,2020-09-29,84381,30365,1.0,6.04
78929,2020-09-29,84416,30365,1.0,6.04
78994,2020-09-29,84936,30365,1.0,6.15
79059,2020-09-29,85177,30365,1.0,6.15
79092,2020-09-29,91284,30365,1.0,6.15
79108,2020-09-29,91432,30365,1.0,6.15
79110,2020-09-29,91442,30365,1.0,6.15
79149,2020-09-29,94482,30365,1.0,6.15
79152,2020-09-29,102113,30365,1.0,6.15
79244,2020-09-29,112126,30365,4.0,24.16
79256,2020-09-29,112195,30365,1.0,6.15
79263,2020-09-29,112212,30365,1.0,6.15
79361,2020-09-29,114738,30365,1.0,6.15
79444,2020-09-29,147261,30365,1.0,6.15
79465,2020-09-29,147329,30365,1.0,6.15
79526,2020-09-29,163525,30365,1.0,6.15
79564,2020-09-29,169749,30365,1.0,6.15
79623,2020-09-29,195834,30365,1.0,6.15
79713,2020-09-29,195984,30365,1.0,6.15
79790,2020-09-29,197484,30365,1.0,6.15
79825,2020-09-29,225604,30365,1.0,6.15
79827,2020-09-29,225621,30365,1.0,6.15
79889,2020-09-29,249346,30365,2.0,12.3
79905,2020-09-29,250672,30365,1.0,6.15
79924,2020-09-29,250832,30365,1.0,6.15
79929,2020-09-29,250844,30365,1.0,6.15
79934,2020-09-29,263832,30365,1.0,6.15
79948,2020-09-29,263888,30365,1.0,6.15
79969,2020-09-29,263976,30365,1.0,6.15
79982,2020-09-29,276677,30365,1.0,5.84
80124,2020-09-29,481867,30365,1.0,6.15
80142,2020-09-30,1004,30365,2.0,12.3
80267,2020-09-30,9130,30365,1.0,6.15
80276,2020-09-30,11003,30365,1.0,6.15
80306,2020-09-30,12315,30365,1.0,6.15
80339,2020-09-30,12776,30365,1.0,6.04
80384,2020-09-30,16546,30365,1.0,6.15
80386,2020-09-30,16590,30365,1.0,6.15
80388,2020-09-30,16612,30365,1.0,6.15
80393,2020-09-30,16677,30365,1.0,6.15
80399,2020-09-30,16821,30365,1.0,6.15
80409,2020-09-30,16845,30365,2.0,12.3
80417,2020-09-30,17565,30365,1.0,6.15
80465,2020-09-30,18054,30365,1.0,6.15
80566,2020-09-30,18178,30365,1.0,6.15
80599,2020-09-30,19165,30365,1.0,6.15
80602,2020-09-30,19188,30365,1.0,6.15
80697,2020-09-30,21419,30365,1.0,6.15
80752,2020-09-30,26160,30365,1.0,6.15
80790,2020-09-30,27507,30365,1.0,6.15
80834,2020-09-30,28003,30365,1.0,6.15
80835,2020-09-30,28004,30365,1.0,6.15
80878,2020-09-30,28073,30365,1.0,6.15
80921,2020-09-30,28129,30365,1.0,6.15
80924,2020-09-30,28135,30365,1.0,6.15
80994,2020-09-30,29736,30365,1.0,6.15
81029,2020-09-30,30114,30365,1.0,6.15
81072,2020-09-30,30381,30365,1.0,6.15
81242,2020-09-30,33892,30365,1.0,6.15
81302,2020-09-30,34333,30365,1.0,6.15
81336,2020-09-30,35496,30365,2.0,12.3
81410,2020-09-30,38255,30365,1.0,6.15
81471,2020-09-30,39590,30365,1.0,6.15
81490,2020-09-30,39657,30365,1.0,6.15
81538,2020-09-30,43947,30365,1.0,6.15
81588,2020-09-30,45163,30365,1.0,6.15
81643,2020-09-30,46136,30365,1.0,6.15
81666,2020-09-30,46168,30365,1.0,6.15
81710,2020-09-30,46241,30365,1.0,6.15
81722,2020-09-30,46294,30365,1.0,6.15
81724,2020-09-30,46307,30365,1.0,6.15
81727,2020-09-30,46311,30365,1.0,6.15
81736,2020-09-30,47157,30365,1.0,6.15
81747,2020-09-30,47179,30365,2.0,12.3
81847,2020-09-30,51414,30365,1.0,6.15
81868,2020-09-30,54837,30365,2.0,12.3
81918,2020-09-30,55576,30365,1.0,6.15
81966,2020-09-30,55840,30365,1.0,6.15
82130,2020-09-30,60063,30365,1.0,6.15
82159,2020-09-30,64527,30365,1.0,6.15
82177,2020-09-30,64561,30365,1.0,6.15
82200,2020-09-30,64622,30365,1.0,6.15
82238,2020-09-30,64811,30365,1.0,6.15
82286,2020-09-30,65097,30365,1.0,6.15
82318,2020-09-30,65244,30365,1.0,6.15
82403,2020-09-30,65880,30365,1.0,6.15
82414,2020-09-30,65913,30365,1.0,6.15
82417,2020-09-30,65931,30365,1.0,6.15
82464,2020-09-30,72469,30365,1.0,6.15
82487,2020-09-30,72618,30365,1.0,6.15
82504,2020-09-30,73198,30365,1.0,6.15
82515,2020-09-30,73249,30365,1.0,6.15
82524,2020-09-30,73304,30365,1.0,6.15
82552,2020-09-30,73400,30365,1.0,6.15
82597,2020-09-30,73948,30365,3.0,18.45
82599,2020-09-30,73976,30365,1.0,6.15
82613,2020-09-30,74041,30365,1.0,6.15
82640,2020-09-30,75823,30365,1.0,6.15
82692,2020-09-30,75962,30365,1.0,6.15
82712,2020-09-30,78395,30365,1.0,6.15
82776,2020-09-30,81472,30365,1.0,6.15
82780,2020-09-30,81509,30365,1.0,6.15
82781,2020-09-30,81525,30365,1.0,6.15
82859,2020-09-30,84582,30365,1.0,6.15
82864,2020-09-30,84612,30365,1.0,6.15
82879,2020-09-30,84636,30365,1.0,6.15
82887,2020-09-30,84703,30365,1.0,6.15
82976,2020-09-30,85452,30365,1.0,6.15
83004,2020-09-30,85543,30365,1.0,6.15
83022,2020-09-30,85630,30365,1.0,6.15
83029,2020-09-30,85658,30365,1.0,6.15
83061,2020-09-30,91782,30365,2.0,12.3
83125,2020-09-30,102199,30365,1.0,6.15
83134,2020-09-30,102246,30365,1.0,6.15
83177,2020-09-30,112684,30365,1.0,6.15
83184,2020-09-30,112748,30365,1.0,6.15
83186,2020-09-30,112761,30365,1.0,6.15
83201,2020-09-30,112816,30365,1.0,6.15
83297,2020-09-30,115173,30365,1.0,6.15
83302,2020-09-30,115231,30365,1.0,6.15
83303,2020-09-30,115241,30365,1.0,6.15
83321,2020-09-30,115427,30365,1.0,6.15
83325,2020-09-30,115491,30365,1.0,6.15
83482,2020-09-30,169827,30365,1.0,6.15
83504,2020-09-30,169912,30365,1.0,6.15
83576,2020-09-30,196093,30365,2.0,12.3
83581,2020-09-30,196120,30365,1.0,6.15
83629,2020-09-30,196269,30365,1.0,6.15
83650,2020-09-30,197512,30365,1.0,6.15
83653,2020-09-30,197558,30365,1.0,6.15
83663,2020-09-30,197643,30365,1.0,6.15
83683,2020-09-30,225784,30365,1.0,6.15
83704,2020-09-30,225848,30365,1.0,6.15
83798,2020-09-30,250993,30365,1.0,6.15
83830,2020-09-30,264165,30365,1.0,6.15
83836,2020-09-30,264198,30365,1.0,6.15
83851,2020-09-30,264304,30365,1.0,6.15
83864,2020-09-30,264352,30365,1.0,6.15
83903,2020-09-30,277232,30365,1.0,6.15
83946,2020-09-30,277360,30365,1.0,6.15
83952,2020-09-30,277385,30365,1.0,6.15
83982,2020-09-30,327258,30365,1.0,6.15
83990,2020-09-30,327382,30365,1.0,6.15
84050,2020-09-30,345905,30365,1.0,6.15
84195,2020-10-01,1305,30365,1.0,5.71
84204,2020-10-01,2015,30365,1.0,5.71
84227,2020-10-01,3001,30365,1.0,5.71
84288,2020-10-01,9297,30365,1.0,5.71
84299,2020-10-01,11097,30365,1.0,5.71
84374,2020-10-01,16693,30365,1.0,5.71
84413,2020-10-01,16956,30365,1.0,5.71
84509,2020-10-01,17846,30365,1.0,5.71
84522,2020-10-01,18182,30365,1.0,5.71
84554,2020-10-01,18287,30365,1.0,5.71
84589,2020-10-01,19333,30365,1.0,5.71
84599,2020-10-01,19956,30365,1.0,5.71
84611,2020-10-01,20632,30365,1.0,5.71
84764,2020-10-01,27151,30365,1.0,5.71
84801,2020-10-01,28184,30365,1.0,5.71
84891,2020-10-01,29848,30365,1.0,5.71
84981,2020-10-01,30484,30365,1.0,5.71
85003,2020-10-01,30501,30365,1.0,5.71
85038,2020-10-01,30560,30365,1.0,5.71
85202,2020-10-01,34449,30365,1.0,5.42
85204,2020-10-01,34464,30365,2.0,11.42
85228,2020-10-01,34862,30365,1.0,5.71
85240,2020-10-01,35610,30365,1.0,5.71
85306,2020-10-01,38401,30365,1.0,5.71
85569,2020-10-01,43964,30365,2.0,11.42
85609,2020-10-01,45359,30365,1.0,5.71
85611,2020-10-01,45388,30365,1.0,5.71
85613,2020-10-01,45394,30365,1.0,5.71
85618,2020-10-01,45960,30365,1.0,5.71
85629,2020-10-01,46009,30365,1.0,5.71
85676,2020-10-01,46381,30365,1.0,5.71
85678,2020-10-01,46383,30365,1.0,5.71
85679,2020-10-01,46384,30365,2.0,11.42
85743,2020-10-01,46498,30365,1.0,5.71
85838,2020-10-01,48822,30365,1.0,5.71
85841,2020-10-01,48853,30365,1.0,5.71
85850,2020-10-01,51421,30365,1.0,5.71
85874,2020-10-01,51535,30365,1.0,5.71
85972,2020-10-01,55901,30365,1.0,5.71
85974,2020-10-01,55915,30365,1.0,5.71
85975,2020-10-01,55917,30365,1.0,5.71
85977,2020-10-01,55920,30365,1.0,5.71
85990,2020-10-01,55977,30365,1.0,5.71
86030,2020-10-01,56062,30365,1.0,5.71
86036,2020-10-01,56094,30365,1.0,5.71
86073,2020-10-01,59386,30365,1.0,5.71
86196,2020-10-01,60253,30365,2.0,11.42
86210,2020-10-01,60275,30365,1.0,5.71
86253,2020-10-01,64786,30365,1.0,5.71
86265,2020-10-01,64807,30365,1.0,5.71
86287,2020-10-01,64969,30365,1.0,5.71
86295,2020-10-01,65047,30365,1.0,5.71
86341,2020-10-01,65413,30365,2.0,11.42
86370,2020-10-01,65522,30365,2.0,11.42
86408,2020-10-01,65620,30365,1.0,5.71
86412,2020-10-01,65627,30365,1.0,5.71
86432,2020-10-01,65693,30365,1.0,5.71
86443,2020-10-01,66146,30365,1.0,5.71
86451,2020-10-01,66203,30365,1.0,5.71
86470,2020-10-01,66294,30365,1.0,5.71
86484,2020-10-01,72659,30365,1.0,5.71
86530,2020-10-01,72925,30365,1.0,5.71
86538,2020-10-01,73467,30365,1.0,5.71
86573,2020-10-01,73558,30365,1.0,5.71
86596,2020-10-01,73767,30365,1.0,5.71
86623,2020-10-01,74123,30365,1.0,5.71
86652,2020-10-01,74319,30365,1.0,5.71
86659,2020-10-01,74354,30365,1.0,5.71
86739,2020-10-01,76143,30365,2.0,11.42
86762,2020-10-01,78670,30365,1.0,5.71
86772,2020-10-01,78711,30365,1.0,5.71
86835,2020-10-01,78932,30365,1.0,5.71
86853,2020-10-01,81842,30365,1.0,5.71
86860,2020-10-01,81863,30365,1.0,5.71
86905,2020-10-01,82050,30365,1.0,5.71
86932,2020-10-01,82159,30365,1.0,5.71
86942,2020-10-01,82198,30365,1.0,5.71
86943,2020-10-01,84756,30365,1.0,5.71
86954,2020-10-01,84839,30365,1.0,5.71
86962,2020-10-01,84907,30365,1.0,5.71
86966,2020-10-01,84931,30365,1.0,5.71
87006,2020-10-01,85720,30365,1.0,5.71
87016,2020-10-01,85754,30365,1.0,5.71
87030,2020-10-01,85788,30365,2.0,11.42
87038,2020-10-01,85809,30365,1.0,5.71
87059,2020-10-01,85918,30365,1.0,5.71
87098,2020-10-01,86032,30365,1.0,5.71
87157,2020-10-01,94619,30365,1.0,5.71
87171,2020-10-01,94657,30365,1.0,5.71
87221,2020-10-01,113103,30365,1.0,5.71
87235,2020-10-01,113191,30365,1.0,5.71
87327,2020-10-01,114328,30365,3.0,18.12
87348,2020-10-01,115621,30365,1.0,5.71
87350,2020-10-01,115632,30365,1.0,5.71
87355,2020-10-01,115660,30365,1.0,5.71
87358,2020-10-01,115674,30365,2.0,11.42
87370,2020-10-01,115798,30365,1.0,5.71
87372,2020-10-01,115819,30365,1.0,5.71
87376,2020-10-01,115858,30365,1.0,5.71
87382,2020-10-01,115912,30365,1.0,5.71
87467,2020-10-01,154071,30365,1.0,5.71
87512,2020-10-01,154180,30365,1.0,5.71
87520,2020-10-01,154208,30365,1.0,5.71
87531,2020-10-01,154252,30365,1.0,5.71
87548,2020-10-01,163878,30365,1.0,5.71
87567,2020-10-01,164041,30365,1.0,5.71
87574,2020-10-01,170036,30365,2.0,11.42
87615,2020-10-01,194054,30365,1.0,5.71
87617,2020-10-01,194059,30365,1.0,5.71
87683,2020-10-01,196475,30365,1.0,5.71
87702,2020-10-01,196510,30365,1.0,5.71
87703,2020-10-01,196513,30365,1.0,5.71
87707,2020-10-01,196537,30365,1.0,5.71
87765,2020-10-01,197786,30365,2.0,11.42
87769,2020-10-01,197820,30365,1.0,5.71
87795,2020-10-01,226073,30365,1.0,5.71
87832,2020-10-01,249640,30365,1.0,5.71
87834,2020-10-01,249642,30365,1.0,5.71
87862,2020-10-01,249760,30365,1.0,5.71
87864,2020-10-01,249775,30365,1.0,5.71
87868,2020-10-01,249855,30365,1.0,5.71
87907,2020-10-01,251333,30365,1.0,5.71
87923,2020-10-01,264368,30365,1.0,6.15
87953,2020-10-01,264612,30365,1.0,6.15
87955,2020-10-01,264622,30365,1.0,5.71
87964,2020-10-01,277490,30365,1.0,5.71
88002,2020-10-01,277683,30365,1.0,5.71
88020,2020-10-01,277792,30365,1.0,5.71
88021,2020-10-01,327397,30365,1.0,5.71
88023,2020-10-01,327418,30365,1.0,5.71
88034,2020-10-01,327464,30365,1.0,5.71
88043,2020-10-01,327529,30365,1.0,5.71
88054,2020-10-01,327631,30365,1.0,5.71
88056,2020-10-01,327637,30365,1.0,5.71
88059,2020-10-01,327663,30365,1.0,5.71
88095,2020-10-01,346046,30365,1.0,5.71
88129,2020-10-01,346160,30365,1.0,5.71
88156,2020-10-01,482359,30365,1.0,5.71
88236,2020-10-02,2106,30365,1.0,5.71
88237,2020-10-02,2111,30365,1.0,5.71
88284,2020-10-02,4889,30365,1.0,5.71
88342,2020-10-02,9359,30365,1.0,5.71
88343,2020-10-02,9364,30365,1.0,5.71
88390,2020-10-02,12543,30365,1.0,5.71
88403,2020-10-02,12587,30365,1.0,5.71
88452,2020-10-02,12916,30365,1.0,6.04
88610,2020-10-02,17767,30365,1.0,5.71
88649,2020-10-02,17944,30365,1.0,5.71
88752,2020-10-02,18386,30365,1.0,5.14
88756,2020-10-02,18460,30365,1.0,5.71
88850,2020-10-02,20843,30365,1.0,5.71
88878,2020-10-02,22816,30365,1.0,5.71
88974,2020-10-02,27296,30365,1.0,5.71
88995,2020-10-02,27921,30365,1.0,5.71
88999,2020-10-02,27924,30365,1.0,5.71
89013,2020-10-02,27976,30365,2.0,11.42
89068,2020-10-02,28405,30365,1.0,5.71
89135,2020-10-02,30102,30365,1.0,5.71
89147,2020-10-02,30133,30365,1.0,5.71
89164,2020-10-02,30169,30365,1.0,5.71
89197,2020-10-02,30611,30365,1.0,5.71
89228,2020-10-02,30677,30365,1.0,5.71
89293,2020-10-02,32889,30365,1.0,5.71
